seq,부서,세부사업,개별사업,통계목추정,매칭상태,점수,조서구분,DB부서,DB세부사업,bgt_dgr,te_bgt_compo_id,기존구분글자수,기존검토글자수,비고,구분초안,검토내용초안
"55","자연재난과","재해위험지구 정비 (중기주요사업)","안락·서원지구 자연재해위험지 정비(403-01)","40301","EXACT","1.08","투자심사조서","자연재난과","재해위험지구 정비","1","R1003947066","114","345","","· 사업규모 : 배수펌프장 설치, 관로개선 등 | ※ 재원부담 : 국비 50%, 시비 25%, 구비 25% | · 사업기간 : (계속) 2023년 ~ 2028년(6년간) | · 사업내용 : 상습 침수지역인 안락·서원지구 내 펌프장 설치 등 | · 사업성과 : 서원시장 및 온천천카페거리 일원의 침수 피해를 예방하여 주민의 | · 2023년~2028, 자연재난과","○ 요구내용(사업설명서 기반 초안) | - 온천천카페거리 일원 상습침수지 정비를 위한 국비(2,500백만원) 사업비에 | 대한 지방비(시비) 미매칭분 반영 | - 추경예산안(비교증감) | - 1,250 | 백만원(국비-, 시비 1,250) ※ 구비 -백만원 별도 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"56","자연재난과","재해위험지구 정비 (중기주요사업)","암남5지구 자연재해위험지 정비(403-01)","40301","EXACT","1.08","투자심사조서","자연재난과","재해위험지구 정비","1","R1003947066","114","345","","· 사업규모 : 기존 수중방파제 보강 L=325m 등 | · 총사업비 : 41,000 | ※ 재원부담 : 국비 50%, 시비 25%, 구비 25% | · 사업기간 : (계속) 2024년 ~ 2028년(5년간) | · 사업내용 : 송도해수욕장 주변 | · 2024년~2028, 자연재난과","○ 요구내용(사업설명서 기반 초안) | 송도해수욕장 일원 태풍 및 월파피해 | 정비를 위한 국비(400백만원) 사업비에 | 대한 지방비(시비) 미매칭분 반영 | - 추경예산안(비교증감) | - 200 | 백만원(국비-, 시비 200) ※ 구비 -백만원 별도 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"57","자연재난과","재해위험지구 정비 (중기주요사업)","토곡지구 자연재해위험지 정비(403-01)","40301","EXACT","1.08","투자심사조서","자연재난과","재해위험지구 정비","1","R1003947066","114","345","","· 위치(구간): 연제구 연산동 403번지 일원 | · 총사업비: 46,000백만원(공사 41,275, 설계 2,325, 감리 2,400) | ※ 재원부담: 국비 50%, 시비 25%, 구비 25% | · 사업기간: (계속) 2024년 ~ 2028년(5년간) | · 사업내용: 자연재해위험개선지구(토곡지구) 내 펌프장 설치 및 관로 정비 | · 사업성과: 자연재해위험개선지구(토곡지구) 내 침수피해 해소로 주민의 생명 및 재산 보호 | · 2024년~2028, 자연재난과","○ 요구내용(사업설명서 기반 초안) | - 토곡사거리 일원 상습침수지 정비를 위한 국비(400백만원) 사업비에 | 대한 지방비(시비) 미매칭분 반영 | - 추경예산안(비교증감) | - 200 | 백만원(국비-, 시비 200) ※ 구비 -백만원 별도 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"58","자연재난과","재해위험지구 정비 (중기주요사업)","초량지구 자연재해위험지 정비(403-01)","40301","EXACT","1.08","투자심사조서","자연재난과","재해위험지구 정비","1","R1003947066","114","345","","· 사업규모 : 펌프시설 Q=480㎥/min, 관로정비 L=3.87km 등 | ※ 재원부담 : 국비 50%, 시비 25%, 구비 25% | · 사업기간 : (계속) 2024년 ~ 2028년(5년간) | · 사업내용 : 초량1지하차도 일원 침수 및 인명패해발생 예방을 위해 배수펌프장 신설 및 관로정비 | · 사업성과 : 초량1지하차도 일원 침수피해를 예방하여 주민의 생명과 재산보호 | · 2024년~2028, 자연재난과","○ 요구내용(사업설명서 기반 초안) | - 사업추진(예산집행) 현황에 따른 부산시 내 재해예방사업 지구간 사업비 | 변경(조정)에 따른 국비 조정(감450백만원) 편성 | ※초량지구 국비 감450백만원 → 수영만지구 국비 증 450백만원 | - 추경예산안 | - △450백만원(국비 △450, 시 -) | ※ 구비 -백만원 별도 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"59","자연재난과","급경사지 붕괴위험지역 정비 (중기주요사업)","영선2-1지구 붕괴위험지 정비(403-01)","40301","EXACT","1.08","투자심사조서","자연재난과","급경사지 붕괴위험지역 정비","1","R1003949173","121","291","","· 위치(구간): 영도구 영선동4가 186-28 일원 | · 사업규모: 붕괴위험지 정비 A=7,786㎡ | · 총사업비: 12,552백만원(공사 8,607, 보상 2,220, 설계 200, 감리 1,525) | ※ 재원부담: 국비 50%, 시비 25%, 구․군비 25% | · 사업기간: (계속) 2023년 ~ 2027년(5년간) | · 2023년~2027, 자연재난과","○ 요구내용(사업설명서 기반 초안) | - 흰여울문화마을 일원 급경사지 사면보강 공사를 위한 사업비 반영 | ※ 국비에 대한 지방비(253백만원) 매칭 | - 추경예산안 | - 253백만원(국비-, 시비 253 | 백만원) | ※ 구비 -백만원 별도 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"60","자연재난과","급경사지 붕괴위험지역 정비 (중기주요사업)","영선2-2지구 붕괴위험지 정비(403-01)","40301","EXACT","1.08","투자심사조서","자연재난과","급경사지 붕괴위험지역 정비","1","R1003949173","121","291","","· 위치(구간): 영도구 영선동4가 1210-22 일원 | · 사업규모: 붕괴위험지 정비 A=7,488㎡ | · 총사업비: 9,620백만원(공사 6,591, 보상1,318, 설계 200, 감리 1,511) | ※ 재원부담: 국비 50%, 시비 25%, 구․군비 25% | · 사업기간: (계속) 2023년 ~ 2027년(5년간) | · 2023년~2027, 자연재난과","○ 요구내용(사업설명서 기반 초안) | - 흰여울문화마을 일원 급경사지 사면보강 공사를 위한 사업비 반영 | ※ 국비에 대한 지방비(855백만원) 매칭 | - 추경예산안 | - 855백만원(국비-, 시비 855 | 백만원) | ※ 구비 -백만원 별도 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"61","사회재난과","사회재난(지반침하 등) 예방 사업 (성인지예산, 중기주요사업)","사회재난(지반침하 등) 예방 사업 (308-13)","30813","LIKELY","0.8","경상심사조서","사회재난과","사회재난 예방 홍보 및 교육","1","R0000209959","69","103","별칭/재매칭","· 사업기간 : (신규) 2026. 8월 ~ 12월 | · 시행주체 : (재)부산테크노파크(공공기관) | · 추경예산안(비교증감) : 증 125,000천원 | ※ 재원부담 : 시비 100% | · 사업내용 | 사회재난과","○ 추진상황 | - ’26. 8. ’26년 공공기관 위탁․대행 심의위원회 개최 | - ’26. 9. ’26년 3차 추가경정예산 확정 ▸ 시의회 동의 예외 대상 | - ’26. 9. 대행 계약 체결 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안(비교증감) : 증 125,000천원 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"62","원자력안전과","방사능방재 훈련 실시","방사능방재 훈련경비(201-01)","20101","EXACT","1.08","경상심사조서","원자력안전과","방사능방재 훈련 실시","1","R0000172524","133","182","","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 | · 사업내용 | 원자력안전과","○ 추진상황 | - ’26. 2. 2026년 부산광역시 방사능방재 훈련 준비 워크숍 개최 | - ’26. 7. 2026년 부산광역시 방사능방재 훈련 기본계획 수립 | - ’26. 8. 방사능방재 합동훈련 종합 워크숍 개최 | - ’26. 11. 2026년 부산광역시 방사능방재 합동훈련 실시 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"63","원자력안전과","원자력산업 육성 세미나 지원","원자력산업 육성 세미나 등 개최(201-03)","20103","EXACT","1.08","경상심사조서","원자력안전과","원자력산업 육성 세미나 지원","1","R0000218424","136","104","","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 | · 추경예산안(비교증감) : 30,000천원(시비) | ※ 재원부담 : 시비 100% | · 사업내용 | 원자력안전과","○ 추진상황 | - ’26. 6. 해양SMR 육성 세미나 개최 | - ’26. 9~12. 원자력(SMR 포함) 포럼, 세미나 등 개최 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안(비교증감) : 30,000천원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"64","교통혁신과","고령자 교통사고 줄이기 추진(교통사업특별회계) (중기주요사업)","고령자 운전면허 자진반납자 교통비 지원(301-14)","30114","EXACT","1.05","경상심사조서","교통혁신과","고령자 교통사고 줄이기 추진","1","R0000210183","107","121","","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 | · 추경예산안 : 57,480천원(국비) | · 사업내용 | 교통혁신과","○ 추진상황 | - ’25. 12. 고령자 운전면허 자진반납 우대제도 추진계획 수립 | - ’26. 2. ~ 12. | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안 : 57,480천원(국비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"65","교통혁신과","어린이 교통안전교육장 운영(교통사업특별회계) (중기주요사업)","초읍 어린이 교통안전교육장 운영 [307-05]","30705","EXACT","0.92","투자심사조서","교통혁신과","어린이 교통안전교육장 운영","4","R1001263774","138","295","","· 사업기간 : (계속) 2026년 | · 시행주체 : 민간위탁(공모) | · 추경예산안 : 150,000천원(시비) | · 사업내용 | 교통혁신과","○ 추진상황 | - ‘26. 3. 주택도시보증공사 사회공헌사업 공모 신청 | - ‘26. 4. ~ 6. 공모 선정 및 세부계획 협의 | - ’26. 7. ~ 8. 기부심사위원회 심사 의뢰 및 기부금 전달 | - ’26. 10. ~ 12. 교육장 노후시설 정비 등 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안 : 150,000천원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"66","교통혁신과","광역교통시설부담금 국고귀속분 납부(광역교통시설특별회계) (중기주요사업)","광역교통시설부담금 국고분 납부(308-14)","30814","EXACT","1.08","경상심사조서","교통혁신과","광역교통시설부담금 국고귀속분 납부","1","R0000066254","114","176","","· 사업기간 : (계속) 2026년 | · 추경예산안 : 1,500,000천원(시비) | - 사업내용 : 광역교통시설부담금 징수액의 40% 국고 납입 | 교통혁신과","○ 추진상황 | - ’26. 7. 상반기 광역교통시설부담금 국고분 납입 | - ’26. 12. 하반기 광역교통시설부담금 국고분 납입 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안 : 1,500,000천원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"67","대중교통과","저상버스 도입보조 (중기주요사업)","저상버스 도입보조(307-09)","30709","EXACT","1","투자심사조서","대중교통과","저상버스 도입보조","1","R0000158607","152","317","","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 | · 추경예산안: 512,910천원(국비 256,455, 시비 256,455) | ※ 재원부담 : 국비 50%, 시비 50% | · 사업내용 | 대중교통과","○ 추진상황 | - ’26. 1~6. 93대 도입 | - ’26. 7~12. 144대 도입 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안: 512,910천원(국비 256,455, 시비 256,455) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"68","대중교통과","시내버스 준공영제 지원 (중기주요사업)","시내버스 준공영제 운송손실 지원(307-09)","30709","EXACT","1.05","경상심사조서","대중교통과","시내버스 준공영제 지원","1","R0000222363","23","61","","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 | · 추경예산안(비교증감) : 131,000,000천원(시비) | · 사업내용 | 대중교통과","○ 추진상황 | - ’26. 下. 교통위원회 심의 후, 제3회 추경예산 집행 예정 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안(비교증감) : 131,000,000천원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"69","대중교통과","운수업체 유가보조 (중기주요사업)","버스 유가보조금 지급(307-09)","30709","UNMATCHED","0","경상심사조서","","","1","","36","73","부서불일치로 매칭 취소","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 | · 추경예산안 : 3,612,000천원(시비) | · 사업내용 | 대중교통과","○ 추진상황 | - ’26. 1.~ 7. ’25년12월~’26년 6월 사용분에 대한 버스 유가보조금 지급 | - ’26. 8.~12. ’26년 7월~’26년11월 사용분에 대한 버스 유가보조금 지급 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안 : 3,612,000천원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"70","대중교통과","마을버스 환승할인제 등 지원 (중기주요사업)","마을버스 환승할인제 등 재정지원(307-09)","30709","EXACT","1.08","투자심사조서","대중교통과","마을버스 환승할인제 등 지원","1","R0000109477","120","405","","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 | · 추경예산안 : 511,374천원(시비) | · 사업내용 | 대중교통과","○ 추진상황 | - ’08. 7. 마을버스 환승 할인제 시행 | - ’23.10. 마을버스 요금 인상 및 어린이요금 무료화 정책 시행 | - ’26.1~12. | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안 : 511,374천원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"71","대중교통과","마을버스 환승할인제 등 지원 (중기주요사업)","마을버스 어린이요금 무료화 결손금(307-09)","30709","EXACT","1.08","투자심사조서","대중교통과","마을버스 환승할인제 등 지원","1","R0000109477","120","405","","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 | · 추경예산안 : 124,252천원(시비) | · 사업내용 | 대중교통과","○ 추진상황 | - ’23.10. 대중교통 어린이요금 무료화 시행(어린이 교통카드 사용 시) | - ’23.11. | - ’26.1~12. 마을버스 등 어린이요금 결손금 재정지원(계속) | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안 : 124,252천원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"72","대중교통과","시내버스 기반시설 확충","버스정류소 시설물 설치(401-01)","40101","EXACT","1.08","투자심사조서","대중교통과","시내버스 기반시설 확충","1","R1003959792","98","305","","· 사업기간 : (계속) 2026. 9월 ~ 12월 | · 시행주체 : 부산광역시 | · 추경예산안 : 40,000천원(시비) ※ 재원부담 : 시비 100% | · 사업내용 | 대중교통과","○ 추진상황 | - ’26. 9. BRT 편의시설 철거 및 교체 공사 추진 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안 : 40,000천원(시비) ※ 재원부담 : 시비 100% | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"73","대중교통과","시내버스 기반시설 확충","BRT 시설물 유지관리(401-01)","40101","EXACT","1","투자심사조서","대중교통과","시내버스 기반시설 확충","1","L0000001400","89","157","부서필수재매칭","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 | · 추경예산안 : 500,000천원(시비) | · 사업내용 | 대중교통과","○ 추진상황 | - ’26. 1.~12. 월 2회 이상 현장점검 시행 | - ’26. 9.~12. 공사 착공 및 완료 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안 : 500,000천원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"74","대중교통과","기장마을버스공영차고지조성 타당성조사용역","기장마을버스공영차고지조성 타당성조사용역(401-01등)","40101","LIKELY","0.7","경상심사조서","대중교통과","시내버스 공영차고지 유지관리","1","R1001261890","139","409","별칭/재매칭","· 위치(구간): 기장군 일광읍 삼성리 508일원 | · 사업규모: 타당성조사용역 1식 | · 총사업비: 50백만원(용역50) | ※ 재원부담: 시비 100% | · 사업기간: 2026년 | · 사업내용: 기장군 마을버스 공영차고지(A=3,300㎡) 조성 1식 | · 사업성과: 기장군 마을버스 공영차고지 조성 및 수소 및 전기 충전시설 | 대중교통과","○ 요구내용(사업설명서 기반 초안) | - 기장군 마을버스 조성을 위한 기장군 요청지 입지 타당성조사 검토 필요 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"75","대중교통과","대중교통비 환급 지원 (중기주요사업)","대중교통비 환급 지원(308-13)","30813","EXACT","1","투자심사조서","대중교통과","대중교통비 환급 지원","9","R1001614037","132","293","","· 사업기간: (계속) 2026년 | · 시행주체: 국토교통부, 부산광역시 | ※ 재원부담 : 국비 50%, 시비 50% | 대중교통과","○ 추진상황 | - ’24. 5. 대중교통비 환급지원사업(K-패스) 실시 | - ’26. 1. K패스 정액제(모두의 카드) 시행 | - ’26. 4. K패스와 동백패스 연계 개선 시행 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"76","대중교통과","대중교통 통합할인제 (중기주요사업)","대중교통 통합할인제 시행(301-14)","30114","EXACT","0.92","투자심사조서","대중교통과","대중교통 통합할인제","1","R1003965245","121","410","","· 사업기간: (계속) 2026년 | · 시행주체: 부산광역시 | · 추경예산안(비교증감) : 9,560,000천원(시비) | · 사업내용 | 대중교통과","○ 추진상황 | - ’25. 2.~6. 동백패스 시행효과 분석 연구 실시 | - ’26. 4. | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안(비교증감) : 9,560,000천원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"77","대중교통과","부산교통공사 재정 지원(도시철도사업특별회계) (중기주요사업)","부산교통공사 재정지원금(309-01)","30901","EXACT","0.92","투자심사조서","대중교통과","부산교통공사 재정 지원","9","R0000240235","118","183","","· 추경예산안 : 88,600,000천원(시비) | ※ 재원부담 : 시비 100% | · 사업내용 : 도시철도를 수송원가 이하로 공급하여 발생하는 손실보전 | 대중교통과","○ 추진상황 | - ’26. 12. 보조사업 정산 및 평가 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안 : 88,600,000천원(시비) | 국제정세 불안에 따른 물가 상승 및 금융비용 증가 등으로 교통공사 | 운영비용 부담과 손실 확대 우려에 선제적으로 대응하여 시민 교통 | 편의를 안정적으로 확보하고자 함 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"78","택시운수과","특별교통수단 교통약자 콜택시 운영 (중기주요사업)","특별교통수단 교통약자 콜택시 관리운영(308-13)","30813","EXACT","1.08","투자심사조서","택시운수과","특별교통수단 교통약자 콜택시 운영","1","R0000221566","115","398","","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시(위탁운영기관: 부산시설공단) | · 추경예산안(비교증감) : 1,300,000천원(시비) | · 사업내용 | 택시운수과","○ 추진상황 | - ’27. 2. ’26년도 위탁운영비 정산(부산시설공단) | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안(비교증감) : 1,300,000천원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"79","택시운수과","특별교통수단 운영비 지원 (중기주요사업)","특별교통수단(두리발) 운영비 지원(국토부)(308-13)","30813","LIKELY","0.7","투자심사조서","택시운수과","특별교통수단(두리발) 확충","4","R1004763581","122","356","별칭/재매칭","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시(위탁운영기관: 부산시설공단) | · 추경예산안(비교증감) : 210,500천원(국비) | · 사업내용 | 택시운수과","○ 추진상황 | - ’26. 4. 국토부 국비 증액 확정 | - ’26. 5. 추경 전 사용승인 및 국비 교부 | - ’27. 2. | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안(비교증감) : 210,500천원(국비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"80","트라이포트기획과","운수업체 유가보조 (중기주요사업)","화물자동차 유가보조금 지급 (307-09)","30709","EXACT","0.97","경상심사조서","트라이포트기획과","운수업체 유가보조(화물)","1","R0000219252","36","73","","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 | · 추경예산안(비교증감) : 40,000,000 | ※ 재원부담 : 시비 100% | · 사업내용 | · 사업성과: 2025년 총 359,048대 지원(116,756백만원) | 트라이포트기획과","○ 요구내용(사업설명서 기반 초안) | - 추경예산안(비교증감) : 40,000,000 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"81","트라이포트기획과","봉림 화물자동차 공영차고지 등 조성사업 (중기주요사업)","소규모환경영향평가 및 실시설계용역 (401-01)","40101","EXACT","1.08","투자심사조서","트라이포트기획과","봉림 화물자동차 공영차고지 등 조성사업","1","L0000000206","133","285","","· 위치(구간) : 강서구 봉림동 738-1255번지 외 55필지 | · 사업규모 : 면적 30,824㎡, 주차면 233(화물 193, 승용 40) | · 총사업비 : 10,175백만원 | ※ 재원부담 : 시비 100% | · 사업기간 : (계속) 2023년 ~ 2028년(6년간) | · 2023년~2028, 트라이포트기획과","○ 요구내용(사업설명서 기반 초안) | - 봉림 화물자동차 공영차고지 조성 사업 관련 용역 추진 부족분 : 25백만원 | ▹ 실시설계용역 : 25백만원 | ․ 건축부분 감액 설계에 따라 기지급된 선금 | (‘24년 지출) | 환수금분 편성 | - 추경예산안(비교증감) : 25백만원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"82","트라이포트기획과","화물자동차 공영차고지 조성 타당성조사 및 기본계획수립","화물자동차 공영차고지 조성 타당성조사 및 기본계획수립 용역 (401-01)","40101","EXACT","0.92","투자심사조서","트라이포트기획과","화물자동차 공영차고지 조성","4","R1004763402","70","194","","※ 재원부담 : 시비 100% | · 사업기간 : (신규) 2026년 ~ 2027년 | · 2026년~2027, 트라이포트기획과","○ 요구내용(사업설명서 기반 초안) | 화물자동차 공영차고지 부지 추가 확보를 통해 만성적인 차고지난 완화, | 도심 내 불법 주·박차 감소를 통한 교통사고 예방 및 원활한 교통 흐름 조성 | - 추경예산안(비교증감) : | 120백만원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"83","트라이포트기획과","화물자동차 안전운행 복리 증진","화물자동차 보험료 특별 지원(307-02)","30702","LIKELY","0.7","투자심사조서","트라이포트기획과","화물자동차 안전용품 구입 지원","9","R1004840410","103","301","별칭/재매칭","· 사업기간 : (신규) 2026. 9월 ~ 12월 | · 추경예산안(비교증감) : 6,000,000 | ※ 재원부담 : 시비 100% | · 사업내용 | 트라이포트기획과","○ 요구내용(사업설명서 기반 초안) | - 추경예산안(비교증감) : 6,000,000 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"84","차량등록사업소","인력운영비","보수(101-01)","10101","UNMATCHED","0","경상심사조서","","","4","","110","233","오매칭 제거(국가유산 보수정비)","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 차량등록사업소 | · 추경예산안 : 73,320 | · 사업내용 | 차량등록사업소","○ 추진상황 | - ’26. 1. ~ 12. 월별 균등 지급 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안 : 73,320 | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
"85","교통정보서비스센터","교통시설물 관리(교통사업특별회계) (중기주요사업)","교통안전시설(노면표시) 설치(401-01)","40101","EXACT","1.08","투자심사조서","교통정보서비스센터","교통시설물 관리","1","R1002636257","93","224","","· 사업기간 : (계속) 2026년 | · 시행주체 : 부산광역시 교통정보서비스센터 | · 추경예산안(비교증감) : 1,400,000천원(시비) | · 사업내용 | 교통정보서비스센터","○ 추진상황 | - ’26. 1. 2026년 노면표시 공사(단가계약) 착공 | - ’26. 1. ~ 4. 도로 노면표시 상태 조사분석용역 시행 | - ’26. 8. ~ 12. 3등급(불량) 구간 22km 긴급 정비 | - ’26. 12. 2026년 노면표시 공사(단가계약) 준공 | ○ 요구내용(사업설명서 기반 초안) | - 추경예산안(비교증감) : 1,400,000천원(시비) | ◈ 검토의견 | - (심사자 작성) 사업설명서 대비 요구 타당성·재원·시기 검토 후 기재"
